Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month
141395,AAA Batteries (4-pack),1,2.99,2019-01-29 16:20:00,"790 Hickory St, Portland, ME 04101",January
142948,AAA Batteries (4-pack),1,2.99,2019-01-31 15:43:00,"43 5th St, Dallas, TX 75001",January
143033,AAA Batteries (4-pack),1,2.99,2019-01-14 16:50:00,"464 Lincoln St, Austin, TX 73301",January
145764,AAA Batteries (4-pack),2,2.99,2019-01-22 11:53:00,"362 Pine St, San Francisco, CA 94016",January
148105,AAA Batteries (4-pack),2,2.99,2019-01-25 10:40:00,"377 Church St, Dallas, TX 75001",January
148695,AAA Batteries (4-pack),1,2.99,2019-01-18 23:52:00,"29 Lake St, San Francisco, CA 94016",January
149014,AAA Batteries (4-pack),1,2.99,2019-01-05 21:30:00,"616 Center St, New York City, NY 10001",January
149307,AAA Batteries (4-pack),1,2.99,2019-01-13 12:12:00,"36 Sunset St, Austin, TX 73301",January
143028,AAA Batteries (4-pack),2,2.99,2019-01-08 14:35:00,"478 Lake St, Boston, MA 02215",January
145136,AAA Batteries (4-pack),3,2.99,2019-01-15 12:59:00,"728 Johnson St, New York City, NY 10001",January
145628,AAA Batteries (4-pack),1,2.99,2019-01-05 21:13:00,"97 Church St, Boston, MA 02215",January
147775,AAA Batteries (4-pack),1,2.99,2019-01-06 13:29:00,"260 Meadow St, Atlanta, GA 30301",January
149275,AAA Batteries (4-pack),1,2.99,2019-01-25 21:51:00,"710 10th St, Los Angeles, CA 90001",January
149301,AAA Batteries (4-pack),2,2.99,2019-01-15 13:16:00,"526 12th St, Los Angeles, CA 90001",January
141456,AAA Batteries (4-pack),1,2.99,2019-01-05 13:28:00,"676 Cedar St, Boston, MA 02215",January
143652,AAA Batteries (4-pack),1,2.99,2019-01-17 06:22:00,"891 5th St, San Francisco, CA 94016",January
147562,AAA Batteries (4-pack),1,2.99,2019-01-06 09:25:00,"152 Pine St, Los Angeles, CA 90001",January
150015,AAA Batteries (4-pack),1,2.99,2019-01-15 13:08:00,"895 South St, New York City, NY 10001",January
146171,AAA Batteries (4-pack),2,2.99,2019-01-09 19:21:00,"507 8th St, Portland, ME 04101",January
147290,AAA Batteries (4-pack),1,2.99,2019-01-09 20:25:00,"623 Jackson St, Seattle, WA 98101",January
148259,AAA Batteries (4-pack),1,2.99,2019-01-24 16:41:00,"660 10th St, Portland, OR 97035",January
149124,AAA Batteries (4-pack),2,2.99,2019-01-12 17:33:00,"582 Lake St, New York City, NY 10001",January
144965,AAA Batteries (4-pack),1,2.99,2019-01-12 11:00:00,"840 Lake St, New York City, NY 10001",January
145476,AAA Batteries (4-pack),1,2.99,2019-01-12 13:22:00,"750 North St, San Francisco, CA 94016",January
146853,AAA Batteries (4-pack),2,2.99,2019-01-20 16:27:00,"672 Maple St, Dallas, TX 75001",January
147443,AAA Batteries (4-pack),1,2.99,2019-01-25 10:17:00,"277 Dogwood St, New York City, NY 10001",January
148793,AAA Batteries (4-pack),3,2.99,2019-01-13 19:06:00,"373 Cedar St, Los Angeles, CA 90001",January
150095,AAA Batteries (4-pack),1,2.99,2019-01-07 01:32:00,"57 Park St, Dallas, TX 75001",January
150451,AAA Batteries (4-pack),2,2.99,2019-01-16 21:40:00,"424 1st St, San Francisco, CA 94016",January
142779,AAA Batteries (4-pack),1,2.99,2019-01-06 18:02:00,"19 Lakeview St, Los Angeles, CA 90001",January
144381,AAA Batteries (4-pack),1,2.99,2019-01-04 19:39:00,"754 Hickory St, Portland, ME 04101",January
145310,AAA Batteries (4-pack),1,2.99,2019-01-22 21:01:00,"245 2nd St, Dallas, TX 75001",January
145570,AAA Batteries (4-pack),1,2.99,2019-01-25 21:22:00,"778 4th St, Seattle, WA 98101",January
148678,AAA Batteries (4-pack),1,2.99,2019-01-19 21:16:00,"777 Madison St, Boston, MA 02215",January
150352,AAA Batteries (4-pack),2,2.99,2019-01-29 15:35:00,"253 Meadow St, San Francisco, CA 94016",January
142146,AAA Batteries (4-pack),4,2.99,2019-01-02 17:39:00,"628 North St, New York City, NY 10001",January
143323,AAA Batteries (4-pack),1,2.99,2019-01-23 09:48:00,"609 Church St, San Francisco, CA 94016",January
141790,AAA Batteries (4-pack),1,2.99,2019-01-09 15:27:00,"135 Hickory St, Los Angeles, CA 90001",January
143126,AAA Batteries (4-pack),1,2.99,2019-01-04 15:11:00,"133 Main St, Dallas, TX 75001",January
146405,AAA Batteries (4-pack),2,2.99,2019-01-08 14:49:00,"40 Willow St, Los Angeles, CA 90001",January
146548,AAA Batteries (4-pack),1,2.99,2019-01-21 19:37:00,"967 South St, San Francisco, CA 94016",January
149008,AAA Batteries (4-pack),1,2.99,2019-01-11 21:04:00,"837 Spruce St, San Francisco, CA 94016",January
144532,AAA Batteries (4-pack),1,2.99,2019-01-09 22:04:00,"520 7th St, Seattle, WA 98101",January
145547,AAA Batteries (4-pack),1,2.99,2019-01-26 23:31:00,"446 Madison St, Los Angeles, CA 90001",January
146652,AAA Batteries (4-pack),1,2.99,2019-01-31 21:21:00,"579 North St, New York City, NY 10001",January
146851,AAA Batteries (4-pack),1,2.99,2019-01-10 23:00:00,"383 Lakeview St, Los Angeles, CA 90001",January
146985,AAA Batteries (4-pack),1,2.99,2019-01-04 14:02:00,"388 Spruce St, Seattle, WA 98101",January
148356,AAA Batteries (4-pack),1,2.99,2019-01-01 15:27:00,"482 14th St, Austin, TX 73301",January
144256,AAA Batteries (4-pack),1,2.99,2019-01-11 17:33:00,"752 2nd St, Atlanta, GA 30301",January
145364,AAA Batteries (4-pack),3,2.99,2019-01-22 09:18:00,"984 North St, Los Angeles, CA 90001",January
149687,AAA Batteries (4-pack),3,2.99,2019-01-21 17:19:00,"303 10th St, Boston, MA 02215",January
