Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month
143140,iPhone,1,700.0,2019-01-23 05:46:00,"227 Hill St, Atlanta, GA 30301",January
146129,iPhone,1,700.0,2019-01-12 11:28:00,"303 Walnut St, San Francisco, CA 94016",January
143679,iPhone,1,700.0,2019-01-10 19:46:00,"292 Church St, Los Angeles, CA 90001",January
144063,iPhone,1,700.0,2019-01-02 13:53:00,"755 Forest St, Dallas, TX 75001",January
148093,iPhone,1,700.0,2019-01-30 15:11:00,"450 Cherry St, San Francisco, CA 94016",January
150249,iPhone,1,700.0,2019-01-29 15:29:00,"709 Spruce St, Los Angeles, CA 90001",January
147083,iPhone,1,700.0,2019-01-08 13:16:00,"593 Chestnut St, New York City, NY 10001",January
144271,iPhone,1,700.0,2019-01-28 23:02:00,"2 Cherry St, San Francisco, CA 94016",January
145339,iPhone,1,700.0,2019-01-28 09:06:00,"210 12th St, Seattle, WA 98101",January
147096,iPhone,1,700.0,2019-01-25 21:28:00,"714 Washington St, San Francisco, CA 94016",January
147990,iPhone,1,700.0,2019-01-31 23:22:00,"57 10th St, Austin, TX 73301",January
149240,iPhone,1,700.0,2019-01-26 23:12:00,"51 6th St, Boston, MA 02215",January
149504,iPhone,1,700.0,2019-01-09 15:34:00,"659 9th St, New York City, NY 10001",January
143240,iPhone,1,700.0,2019-01-08 21:04:00,"131 River St, Dallas, TX 75001",January
149582,iPhone,1,700.0,2019-01-18 19:12:00,"602 2nd St, Austin, TX 73301",January
143226,iPhone,1,700.0,2019-01-05 22:46:00,"612 5th St, Los Angeles, CA 90001",January
145456,iPhone,1,700.0,2019-01-11 11:17:00,"300 Lake St, Los Angeles, CA 90001",January
148760,iPhone,1,700.0,2019-01-28 21:51:00,"938 Spruce St, Austin, TX 73301",January
150084,iPhone,1,700.0,2019-01-18 17:28:00,"101 River St, San Francisco, CA 94016",January
144548,iPhone,1,700.0,2019-01-28 11:25:00,"450 9th St, Dallas, TX 75001",January
149208,iPhone,1,700.0,2019-01-22 19:07:00,"990 Dogwood St, San Francisco, CA 94016",January
141437,iPhone,1,700.0,2019-01-10 15:40:00,"377 Meadow St, New York City, NY 10001",January
149500,iPhone,1,700.0,2019-01-31 19:27:00,"691 4th St, San Francisco, CA 94016",January
149992,iPhone,1,700.0,2019-01-06 20:03:00,"516 Willow St, Atlanta, GA 30301",January
141732,iPhone,1,700.0,2019-01-01 06:13:00,"446 Pine St, Atlanta, GA 30301",January
142361,iPhone,1,700.0,2019-01-26 18:14:00,"460 Sunset St, New York City, NY 10001",January
143111,iPhone,1,700.0,2019-01-21 20:44:00,"641 Washington St, Seattle, WA 98101",January
145188,iPhone,1,700.0,2019-01-30 17:42:00,"438 Cherry St, New York City, NY 10001",January
