Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month
144586,Vareebadd Phone,1,400.0,2019-01-27 19:17:00,"396 Park St, Seattle, WA 98101",January
145927,Vareebadd Phone,1,400.0,2019-01-21 19:02:00,"148 8th St, San Francisco, CA 94016",January
149330,Vareebadd Phone,1,400.0,2019-01-06 08:26:00,"414 6th St, Boston, MA 02215",January
147429,Vareebadd Phone,1,400.0,2019-01-13 15:52:00,"622 River St, San Francisco, CA 94016",January
150409,Vareebadd Phone,1,400.0,2019-01-10 02:38:00,"410 Forest St, Boston, MA 02215",January
141807,Vareebadd Phone,1,400.0,2019-01-11 20:23:00,"402 Maple St, Los Angeles, CA 90001",January
142772,Vareebadd Phone,1,400.0,2019-01-13 16:37:00,"670 Chestnut St, New York City, NY 10001",January
144765,Vareebadd Phone,1,400.0,2019-01-04 17:06:00,"556 Lakeview St, Los Angeles, CA 90001",January
149336,Vareebadd Phone,1,400.0,2019-01-29 10:29:00,"939 Forest St, Austin, TX 73301",January
142740,Vareebadd Phone,1,400.0,2019-01-26 13:09:00,"249 Main St, Austin, TX 73301",January
146746,Vareebadd Phone,1,400.0,2019-01-07 15:52:00,"163 5th St, Los Angeles, CA 90001",January
142453,Vareebadd Phone,1,400.0,2019-01-14 07:41:00,"869 Spruce St, Seattle, WA 98101",January
145595,Vareebadd Phone,1,400.0,2019-01-04 14:13:00,"992 Adams St, Los Angeles, CA 90001",January
142856,Vareebadd Phone,1,400.0,2019-01-20 10:56:00,"777 Adams St, New York City, NY 10001",January
146063,Vareebadd Phone,1,400.0,2019-01-29 11:35:00,"210 Cedar St, Seattle, WA 98101",January
148160,Vareebadd Phone,1,400.0,2019-01-02 07:22:00,"821 Madison St, New York City, NY 10001",January
148573,Vareebadd Phone,1,400.0,2019-01-20 20:28:00,"565 2nd St, New York City, NY 10001",January
150390,Vareebadd Phone,1,400.0,2019-01-15 17:45:00,"261 Ridge St, Dallas, TX 75001",January
150483,Vareebadd Phone,1,400.0,2019-01-25 10:48:00,"763 Wilson St, Portland, OR 97035",January
145124,Vareebadd Phone,1,400.0,2019-01-04 09:15:00,"560 Johnson St, Los Angeles, CA 90001",January
155057,Vareebadd Phone,1,400.0,2019-02-12 20:58:00,"88 Lake St, New York City, NY 10001",February
161016,Vareebadd Phone,1,400.0,2019-02-07 07:43:00,"226 12th St, New York City, NY 10001",February
157602,Vareebadd Phone,1,400.0,2019-02-25 13:33:00,"557 Meadow St, San Francisco, CA 94016",February
157792,Vareebadd Phone,1,400.0,2019-02-09 19:31:00,"291 10th St, Los Angeles, CA 90001",February
158861,Vareebadd Phone,1,400.0,2019-02-24 15:39:00,"764 Park St, Austin, TX 73301",February
155438,Vareebadd Phone,1,400.0,2019-02-26 19:43:00,"901 12th St, Los Angeles, CA 90001",February
157251,Vareebadd Phone,1,400.0,2019-02-14 14:20:00,"139 9th St, Dallas, TX 75001",February
161112,Vareebadd Phone,1,400.0,2019-02-20 10:34:00,"953 2nd St, Dallas, TX 75001",February
152815,Vareebadd Phone,1,400.0,2019-02-07 17:43:00,"221 5th St, Dallas, TX 75001",February
157072,Vareebadd Phone,1,400.0,2019-02-07 14:54:00,"542 Hill St, San Francisco, CA 94016",February
161230,Vareebadd Phone,1,400.0,2019-02-11 22:08:00,"693 Adams St, New York City, NY 10001",February
157011,Vareebadd Phone,1,400.0,2019-02-18 11:32:00,"290 6th St, Portland, ME 04101",February
151961,Vareebadd Phone,1,400.0,2019-02-14 11:35:00,"256 6th St, Boston, MA 02215",February
150961,Vareebadd Phone,1,400.0,2019-02-18 21:52:00,"251 West St, New York City, NY 10001",February
150749,Vareebadd Phone,1,400.0,2019-02-19 09:25:00,"55 6th St, San Francisco, CA 94016",February
159197,Vareebadd Phone,1,400.0,2019-02-06 11:14:00,"594 6th St, Austin, TX 73301",February
160264,Vareebadd Phone,1,400.0,2019-02-26 17:09:00,"675 14th St, Austin, TX 73301",February
155968,Vareebadd Phone,1,400.0,2019-02-16 17:35:00,"145 13th St, Boston, MA 02215",February
158589,Vareebadd Phone,1,400.0,2019-02-27 18:34:00,"223 Chestnut St, New York City, NY 10001",February
156863,Vareebadd Phone,1,400.0,2019-02-14 00:41:00,"350 1st St, Los Angeles, CA 90001",February
155164,Vareebadd Phone,1,400.0,2019-02-06 17:27:00,"828 11th St, Los Angeles, CA 90001",February
151175,Vareebadd Phone,1,400.0,2019-02-15 16:53:00,"530 Cherry St, Austin, TX 73301",February
156214,Vareebadd Phone,1,400.0,2019-02-23 18:08:00,"451 Spruce St, Seattle, WA 98101",February
158955,Vareebadd Phone,1,400.0,2019-02-19 02:26:00,"930 Walnut St, San Francisco, CA 94016",February
168382,Vareebadd Phone,1,400.0,2019-03-04 16:31:00,"339 Pine St, Seattle, WA 98101",March
163689,Vareebadd Phone,1,400.0,2019-03-08 13:24:00,"373 Chestnut St, Seattle, WA 98101",March
170594,Vareebadd Phone,1,400.0,2019-03-23 07:10:00,"502 Jefferson St, Dallas, TX 75001",March
166217,Vareebadd Phone,1,400.0,2019-03-30 20:50:00,"950 Main St, San Francisco, CA 94016",March
171817,Vareebadd Phone,1,400.0,2019-03-27 14:04:00,"73 14th St, San Francisco, CA 94016",March
176078,Vareebadd Phone,1,400.0,2019-03-27 12:25:00,"698 Chestnut St, Portland, OR 97035",March
166937,Vareebadd Phone,1,400.0,2019-03-17 22:21:00,"320 Lakeview St, San Francisco, CA 94016",March
169325,Vareebadd Phone,1,400.0,2019-03-02 13:31:00,"555 Cedar St, Los Angeles, CA 90001",March
173733,Vareebadd Phone,1,400.0,2019-03-08 10:07:00,"799 Wilson St, San Francisco, CA 94016",March
